claim_id,step,event_id,task_id,group_kind,claim_group_id,agent_id,receiver,claim_type,subject,object,label,confidence,validation_passed,conflict,created_at
C_00912,912,M_00912,T_0092,risk,G_T_0092_risk_malicious,A_N_014,A_N_016,risk_judgment,10.26.144.246,C2,malicious,0.878,1,1,2026-06-28T09:45:04+08:00
C_00913,913,M_00913,T_0092,risk,G_T_0092_risk_malicious,A_N_016,A_N_015,verification,10.26.144.246,C2,malicious,0.892,1,1,2026-06-28T09:45:04+08:00
C_00914,914,M_00914,T_0092,action,G_T_0092_action_malicious,A_N_015,A_N_016,action_recommendation,10.26.144.246,block_ip,malicious,0.835,1,1,2026-06-28T09:45:04+08:00
C_00915,915,M_00915,T_0092,risk,G_T_0092_risk_benign,A_POISON_004,A_N_016,risk_judgment,10.26.144.246,benign_service,benign,0.892,1,1,2026-06-28T09:45:04+08:00
C_00916,916,M_00916,T_0092,risk,G_T_0092_risk_benign,A_POISON_004,A_N_015,risk_judgment,10.26.144.246,benign_service,benign,0.878,1,1,2026-06-28T09:45:05+08:00
C_00917,917,M_00917,T_0092,risk,G_T_0092_risk_benign,A_BYZ_007,A_N_016,risk_judgment,10.26.144.246,benign_service,benign,0.93,0,1,2026-06-28T09:45:05+08:00
C_00918,918,M_00918,T_0092,action,G_T_0092_action_benign,A_BYZ_002,A_N_016,action_recommendation,10.26.144.246,do_not_block,benign,0.907,1,1,2026-06-28T09:45:05+08:00
C_00919,919,M_00919,T_0092,risk,G_T_0092_risk_benign,A_COMM_001,A_N_016,risk_judgment,10.26.144.246,benign_service,benign,0.741,0,1,2026-06-28T09:45:05+08:00
C_00920,920,M_00920,T_0092,risk,G_T_0092_risk_malicious,A_WATCH_001,A_N_016,risk_judgment,10.26.144.246,C2,malicious,0.769,0,1,2026-06-28T09:45:05+08:00
C_00921,921,M_00921,T_0093,risk,G_T_0093_risk_benign,A_N_019,A_N_022,risk_judgment,10.29.151.19,benign_service,benign,0.822,1,1,2026-06-28T09:45:05+08:00
C_00922,922,M_00922,T_0093,risk,G_T_0093_risk_benign,A_N_020,A_N_022,risk_judgment,10.29.151.19,benign_service,benign,0.847,1,1,2026-06-28T09:45:05+08:00
C_00923,923,M_00923,T_0093,risk,G_T_0093_risk_benign,A_N_022,A_N_021,verification,10.29.151.19,benign_service,benign,0.906,1,1,2026-06-28T09:45:05+08:00
C_00924,924,M_00924,T_0093,action,G_T_0093_action_benign,A_N_021,A_N_022,action_recommendation,10.29.151.19,do_not_block,benign,0.854,1,1,2026-06-28T09:45:05+08:00
C_00925,925,M_00925,T_0093,risk,G_T_0093_risk_malicious,A_POISON_001,A_N_022,risk_judgment,10.29.151.19,C2,malicious,0.926,1,1,2026-06-28T09:45:06+08:00
C_00926,926,M_00926,T_0093,risk,G_T_0093_risk_malicious,A_POISON_005,A_N_021,risk_judgment,10.29.151.19,C2,malicious,0.842,1,1,2026-06-28T09:45:06+08:00
C_00927,927,M_00927,T_0093,risk,G_T_0093_risk_malicious,A_BYZ_001,A_N_022,risk_judgment,10.29.151.19,C2,malicious,0.881,0,1,2026-06-28T09:45:06+08:00
C_00928,928,M_00928,T_0093,action,G_T_0093_action_malicious,A_BYZ_004,A_N_022,action_recommendation,10.29.151.19,block_ip,malicious,0.877,0,1,2026-06-28T09:45:06+08:00
C_00929,929,M_00929,T_0093,risk,G_T_0093_risk_malicious,A_COMM_002,A_N_022,risk_judgment,10.29.151.19,C2,malicious,0.816,1,1,2026-06-28T09:45:06+08:00
C_00930,930,M_00930,T_0093,risk,G_T_0093_risk_malicious,A_WATCH_002,A_N_022,risk_judgment,10.29.151.19,C2,malicious,0.644,1,1,2026-06-28T09:45:06+08:00
C_00931,931,M_00931,T_0094,risk,G_T_0094_risk_benign,A_N_025,A_N_028,risk_judgment,10.32.158.32,benign_service,benign,0.858,1,1,2026-06-28T09:45:06+08:00
C_00932,932,M_00932,T_0094,risk,G_T_0094_risk_benign,A_N_026,A_N_028,risk_judgment,10.32.158.32,benign_service,benign,0.804,1,1,2026-06-28T09:45:06+08:00
C_00933,933,M_00933,T_0094,risk,G_T_0094_risk_benign,A_N_028,A_N_027,verification,10.32.158.32,benign_service,benign,0.898,1,1,2026-06-28T09:45:06+08:00
C_00934,934,M_00934,T_0094,action,G_T_0094_action_benign,A_N_027,A_N_028,action_recommendation,10.32.158.32,do_not_block,benign,0.849,1,1,2026-06-28T09:45:07+08:00
C_00935,935,M_00935,T_0094,risk,G_T_0094_risk_malicious,A_POISON_002,A_N_028,risk_judgment,10.32.158.32,C2,malicious,0.869,1,1,2026-06-28T09:45:07+08:00
C_00936,936,M_00936,T_0094,risk,G_T_0094_risk_malicious,A_POISON_006,A_N_027,risk_judgment,10.32.158.32,C2,malicious,0.851,1,1,2026-06-28T09:45:07+08:00
C_00937,937,M_00937,T_0094,risk,G_T_0094_risk_malicious,A_BYZ_003,A_N_028,risk_judgment,10.32.158.32,C2,malicious,0.95,0,1,2026-06-28T09:45:07+08:00
C_00938,938,M_00938,T_0094,action,G_T_0094_action_malicious,A_BYZ_008,A_N_028,action_recommendation,10.32.158.32,block_ip,malicious,0.939,1,1,2026-06-28T09:45:07+08:00
C_00939,939,M_00939,T_0094,risk,G_T_0094_risk_malicious,A_COMM_003,A_N_028,risk_judgment,10.32.158.32,C2,malicious,0.82,0,1,2026-06-28T09:45:07+08:00
C_00940,940,M_00940,T_0094,risk,G_T_0094_risk_benign,A_WATCH_003,A_N_028,risk_judgment,10.32.158.32,benign_service,benign,0.776,0,1,2026-06-28T09:45:07+08:00
C_00941,941,M_00941,T_0095,risk,G_T_0095_risk_malicious,A_N_031,A_N_004,risk_judgment,10.35.165.45,C2,malicious,0.862,1,1,2026-06-28T09:45:07+08:00
C_00942,942,M_00942,T_0095,risk,G_T_0095_risk_malicious,A_N_032,A_N_004,risk_judgment,10.35.165.45,C2,malicious,0.898,1,1,2026-06-28T09:45:07+08:00
C_00943,943,M_00943,T_0095,risk,G_T_0095_risk_malicious,A_N_004,A_N_003,verification,10.35.165.45,C2,malicious,0.947,1,1,2026-06-28T09:45:08+08:00
C_00944,944,M_00944,T_0095,action,G_T_0095_action_malicious,A_N_003,A_N_004,action_recommendation,10.35.165.45,block_ip,malicious,0.819,1,1,2026-06-28T09:45:08+08:00
C_00945,945,M_00945,T_0095,risk,G_T_0095_risk_benign,A_POISON_004,A_N_004,risk_judgment,10.35.165.45,benign_service,benign,0.853,1,1,2026-06-28T09:45:08+08:00
C_00946,946,M_00946,T_0095,risk,G_T_0095_risk_benign,A_POISON_001,A_N_003,risk_judgment,10.35.165.45,benign_service,benign,0.834,1,1,2026-06-28T09:45:08+08:00
C_00947,947,M_00947,T_0095,risk,G_T_0095_risk_benign,A_BYZ_007,A_N_004,risk_judgment,10.35.165.45,benign_service,benign,0.95,0,1,2026-06-28T09:45:08+08:00
C_00948,948,M_00948,T_0095,action,G_T_0095_action_benign,A_BYZ_002,A_N_004,action_recommendation,10.35.165.45,do_not_block,benign,0.872,0,1,2026-06-28T09:45:08+08:00
C_00949,949,M_00949,T_0095,risk,G_T_0095_risk_benign,A_COMM_004,A_N_004,risk_judgment,10.35.165.45,benign_service,benign,0.795,1,1,2026-06-28T09:45:08+08:00
C_00950,950,M_00950,T_0095,risk,G_T_0095_risk_benign,A_WATCH_004,A_N_004,risk_judgment,10.35.165.45,benign_service,benign,0.646,1,1,2026-06-28T09:45:08+08:00
C_00951,951,M_00951,T_0096,risk,G_T_0096_risk_benign,A_N_001,A_N_010,risk_judgment,10.38.172.58,benign_service,benign,0.919,1,1,2026-06-28T09:45:08+08:00
C_00952,952,M_00952,T_0096,risk,G_T_0096_risk_benign,A_N_002,A_N_010,risk_judgment,10.38.172.58,benign_service,benign,0.885,1,1,2026-06-28T09:45:09+08:00
C_00953,953,M_00953,T_0096,risk,G_T_0096_risk_benign,A_N_010,A_N_009,verification,10.38.172.58,benign_service,benign,0.957,1,1,2026-06-28T09:45:09+08:00
C_00954,954,M_00954,T_0096,action,G_T_0096_action_benign,A_N_009,A_N_010,action_recommendation,10.38.172.58,do_not_block,benign,0.855,1,1,2026-06-28T09:45:09+08:00
C_00955,955,M_00955,T_0096,risk,G_T_0096_risk_malicious,A_POISON_001,A_N_010,risk_judgment,10.38.172.58,C2,malicious,0.829,1,1,2026-06-28T09:45:09+08:00
C_00956,956,M_00956,T_0096,risk,G_T_0096_risk_malicious,A_POISON_002,A_N_009,risk_judgment,10.38.172.58,C2,malicious,0.846,1,1,2026-06-28T09:45:09+08:00
C_00957,957,M_00957,T_0096,risk,G_T_0096_risk_malicious,A_BYZ_001,A_N_010,risk_judgment,10.38.172.58,C2,malicious,0.902,0,1,2026-06-28T09:45:09+08:00
C_00958,958,M_00958,T_0096,action,G_T_0096_action_malicious,A_BYZ_004,A_N_010,action_recommendation,10.38.172.58,block_ip,malicious,0.871,1,1,2026-06-28T09:45:10+08:00
C_00959,959,M_00959,T_0096,risk,G_T_0096_risk_malicious,A_COMM_001,A_N_010,risk_judgment,10.38.172.58,C2,malicious,0.856,0,1,2026-06-28T09:45:10+08:00
C_00960,960,M_00960,T_0096,risk,G_T_0096_risk_benign,A_WATCH_001,A_N_010,risk_judgment,10.38.172.58,benign_service,benign,0.629,1,1,2026-06-28T09:45:10+08:00
C_00961,961,M_00961,T_0097,risk,G_T_0097_risk_malicious,A_N_007,A_N_016,risk_judgment,10.41.179.71,C2,malicious,0.908,1,1,2026-06-28T09:45:10+08:00
C_00962,962,M_00962,T_0097,risk,G_T_0097_risk_malicious,A_N_008,A_N_016,risk_judgment,10.41.179.71,C2,malicious,0.882,1,1,2026-06-28T09:45:10+08:00
C_00963,963,M_00963,T_0097,risk,G_T_0097_risk_malicious,A_N_016,A_N_015,verification,10.41.179.71,C2,malicious,0.873,1,1,2026-06-28T09:45:10+08:00
C_00964,964,M_00964,T_0097,action,G_T_0097_action_malicious,A_N_015,A_N_016,action_recommendation,10.41.179.71,block_ip,malicious,0.766,1,1,2026-06-28T09:45:10+08:00
C_00965,965,M_00965,T_0097,risk,G_T_0097_risk_benign,A_POISON_002,A_N_016,risk_judgment,10.41.179.71,benign_service,benign,0.858,1,1,2026-06-28T09:45:10+08:00
C_00966,966,M_00966,T_0097,risk,G_T_0097_risk_benign,A_POISON_003,A_N_015,risk_judgment,10.41.179.71,benign_service,benign,0.815,1,1,2026-06-28T09:45:10+08:00
C_00967,967,M_00967,T_0097,risk,G_T_0097_risk_benign,A_BYZ_003,A_N_016,risk_judgment,10.41.179.71,benign_service,benign,0.968,1,1,2026-06-28T09:45:11+08:00
C_00968,968,M_00968,T_0097,action,G_T_0097_action_benign,A_BYZ_008,A_N_016,action_recommendation,10.41.179.71,do_not_block,benign,0.88,0,1,2026-06-28T09:45:11+08:00
C_00969,969,M_00969,T_0097,risk,G_T_0097_risk_benign,A_COMM_002,A_N_016,risk_judgment,10.41.179.71,benign_service,benign,0.791,1,1,2026-06-28T09:45:11+08:00
C_00970,970,M_00970,T_0097,risk,G_T_0097_risk_benign,A_WATCH_002,A_N_016,risk_judgment,10.41.179.71,benign_service,benign,0.665,1,1,2026-06-28T09:45:11+08:00
C_00971,971,M_00971,T_0098,risk,G_T_0098_risk_benign,A_N_013,A_N_022,risk_judgment,10.44.186.84,benign_service,benign,0.862,1,1,2026-06-28T09:45:11+08:00
C_00972,972,M_00972,T_0098,risk,G_T_0098_risk_benign,A_N_014,A_N_022,risk_judgment,10.44.186.84,benign_service,benign,0.877,1,1,2026-06-28T09:45:11+08:00
C_00973,973,M_00973,T_0098,risk,G_T_0098_risk_benign,A_N_022,A_N_021,verification,10.44.186.84,benign_service,benign,0.909,1,1,2026-06-28T09:45:11+08:00
C_00974,974,M_00974,T_0098,action,G_T_0098_action_benign,A_N_021,A_N_022,action_recommendation,10.44.186.84,do_not_block,benign,0.787,1,1,2026-06-28T09:45:11+08:00
C_00975,975,M_00975,T_0098,risk,G_T_0098_risk_malicious,A_POISON_004,A_N_022,risk_judgment,10.44.186.84,C2,malicious,0.861,1,1,2026-06-28T09:45:11+08:00
C_00976,976,M_00976,T_0098,risk,G_T_0098_risk_malicious,A_POISON_004,A_N_021,risk_judgment,10.44.186.84,C2,malicious,0.824,1,1,2026-06-28T09:45:12+08:00
C_00977,977,M_00977,T_0098,risk,G_T_0098_risk_malicious,A_BYZ_007,A_N_022,risk_judgment,10.44.186.84,C2,malicious,0.89,0,1,2026-06-28T09:45:12+08:00
C_00978,978,M_00978,T_0098,action,G_T_0098_action_malicious,A_BYZ_002,A_N_022,action_recommendation,10.44.186.84,block_ip,malicious,0.938,0,1,2026-06-28T09:45:12+08:00
C_00979,979,M_00979,T_0098,risk,G_T_0098_risk_malicious,A_COMM_003,A_N_022,risk_judgment,10.44.186.84,C2,malicious,0.848,0,1,2026-06-28T09:45:12+08:00
C_00980,980,M_00980,T_0098,risk,G_T_0098_risk_benign,A_WATCH_003,A_N_022,risk_judgment,10.44.186.84,benign_service,benign,0.623,1,1,2026-06-28T09:45:12+08:00
C_00981,981,M_00981,T_0099,risk,G_T_0099_risk_benign,A_N_019,A_N_028,risk_judgment,10.47.193.97,benign_service,benign,0.935,1,1,2026-06-28T09:45:12+08:00
C_00982,982,M_00982,T_0099,risk,G_T_0099_risk_benign,A_N_020,A_N_028,risk_judgment,10.47.193.97,benign_service,benign,0.871,1,1,2026-06-28T09:45:12+08:00
C_00983,983,M_00983,T_0099,risk,G_T_0099_risk_benign,A_N_028,A_N_027,verification,10.47.193.97,benign_service,benign,0.859,1,1,2026-06-28T09:45:12+08:00
C_00984,984,M_00984,T_0099,action,G_T_0099_action_benign,A_N_027,A_N_028,action_recommendation,10.47.193.97,do_not_block,benign,0.758,1,1,2026-06-28T09:45:12+08:00
C_00985,985,M_00985,T_0099,risk,G_T_0099_risk_malicious,A_POISON_001,A_N_028,risk_judgment,10.47.193.97,C2,malicious,0.863,1,1,2026-06-28T09:45:13+08:00
C_00986,986,M_00986,T_0099,risk,G_T_0099_risk_malicious,A_POISON_005,A_N_027,risk_judgment,10.47.193.97,C2,malicious,0.818,1,1,2026-06-28T09:45:13+08:00
C_00987,987,M_00987,T_0099,risk,G_T_0099_risk_malicious,A_BYZ_001,A_N_028,risk_judgment,10.47.193.97,C2,malicious,0.979,0,1,2026-06-28T09:45:13+08:00
C_00988,988,M_00988,T_0099,action,G_T_0099_action_malicious,A_BYZ_004,A_N_028,action_recommendation,10.47.193.97,block_ip,malicious,0.898,0,1,2026-06-28T09:45:13+08:00
C_00989,989,M_00989,T_0099,risk,G_T_0099_risk_malicious,A_COMM_004,A_N_028,risk_judgment,10.47.193.97,C2,malicious,0.904,1,1,2026-06-28T09:45:13+08:00
C_00990,990,M_00990,T_0099,risk,G_T_0099_risk_malicious,A_WATCH_004,A_N_028,risk_judgment,10.47.193.97,C2,malicious,0.684,1,1,2026-06-28T09:45:13+08:00
C_00991,991,M_00991,T_0100,risk,G_T_0100_risk_malicious,A_N_025,A_N_004,risk_judgment,10.50.200.110,C2,malicious,0.946,1,1,2026-06-28T09:45:13+08:00
C_00992,992,M_00992,T_0100,risk,G_T_0100_risk_malicious,A_N_026,A_N_004,risk_judgment,10.50.200.110,C2,malicious,0.806,1,1,2026-06-28T09:45:13+08:00
C_00993,993,M_00993,T_0100,risk,G_T_0100_risk_malicious,A_N_004,A_N_003,verification,10.50.200.110,C2,malicious,0.89,1,1,2026-06-28T09:45:13+08:00
C_00994,994,M_00994,T_0100,action,G_T_0100_action_malicious,A_N_003,A_N_004,action_recommendation,10.50.200.110,block_ip,malicious,0.862,1,1,2026-06-28T09:45:14+08:00
C_00995,995,M_00995,T_0100,risk,G_T_0100_risk_benign,A_POISON_002,A_N_004,risk_judgment,10.50.200.110,benign_service,benign,0.846,1,1,2026-06-28T09:45:14+08:00
C_00996,996,M_00996,T_0100,risk,G_T_0100_risk_benign,A_POISON_006,A_N_003,risk_judgment,10.50.200.110,benign_service,benign,0.89,1,1,2026-06-28T09:45:14+08:00
C_00997,997,M_00997,T_0100,risk,G_T_0100_risk_benign,A_BYZ_003,A_N_004,risk_judgment,10.50.200.110,benign_service,benign,0.975,0,1,2026-06-28T09:45:14+08:00
C_00998,998,M_00998,T_0100,action,G_T_0100_action_benign,A_BYZ_008,A_N_004,action_recommendation,10.50.200.110,do_not_block,benign,0.944,0,1,2026-06-28T09:45:14+08:00
C_00999,999,M_00999,T_0100,risk,G_T_0100_risk_benign,A_COMM_001,A_N_004,risk_judgment,10.50.200.110,benign_service,benign,0.902,0,1,2026-06-28T09:45:14+08:00
C_01000,1000,M_01000,T_0100,risk,G_T_0100_risk_malicious,A_WATCH_001,A_N_004,risk_judgment,10.50.200.110,C2,malicious,0.748,1,1,2026-06-28T09:45:14+08:00
C_01001,1001,M_01001,T_0101,risk,G_T_0101_risk_benign,A_N_031,A_N_010,risk_judgment,10.53.207.123,benign_service,benign,0.887,1,1,2026-06-28T09:45:14+08:00
C_01002,1002,M_01002,T_0101,risk,G_T_0101_risk_benign,A_N_032,A_N_010,risk_judgment,10.53.207.123,benign_service,benign,0.821,1,1,2026-06-28T09:45:14+08:00
C_01003,1003,M_01003,T_0101,risk,G_T_0101_risk_benign,A_N_010,A_N_009,verification,10.53.207.123,benign_service,benign,0.953,1,1,2026-06-28T09:45:15+08:00
C_01004,1004,M_01004,T_0101,action,G_T_0101_action_benign,A_N_009,A_N_010,action_recommendation,10.53.207.123,do_not_block,benign,0.796,1,1,2026-06-28T09:45:15+08:00
C_01005,1005,M_01005,T_0101,risk,G_T_0101_risk_malicious,A_POISON_004,A_N_010,risk_judgment,10.53.207.123,C2,malicious,0.859,1,1,2026-06-28T09:45:15+08:00
C_01006,1006,M_01006,T_0101,risk,G_T_0101_risk_malicious,A_POISON_001,A_N_009,risk_judgment,10.53.207.123,C2,malicious,0.813,1,1,2026-06-28T09:45:15+08:00
C_01007,1007,M_01007,T_0101,risk,G_T_0101_risk_malicious,A_BYZ_007,A_N_010,risk_judgment,10.53.207.123,C2,malicious,0.909,1,1,2026-06-28T09:45:15+08:00
C_01008,1008,M_01008,T_0101,action,G_T_0101_action_malicious,A_BYZ_002,A_N_010,action_recommendation,10.53.207.123,block_ip,malicious,0.866,0,1,2026-06-28T09:45:15+08:00
C_01009,1009,M_01009,T_0101,risk,G_T_0101_risk_malicious,A_COMM_002,A_N_010,risk_judgment,10.53.207.123,C2,malicious,0.835,1,1,2026-06-28T09:45:15+08:00
C_01010,1010,M_01010,T_0101,risk,G_T_0101_risk_malicious,A_WATCH_002,A_N_010,risk_judgment,10.53.207.123,C2,malicious,0.728,1,1,2026-06-28T09:45:15+08:00
C_01011,1011,M_01011,T_0102,risk,G_T_0102_risk_malicious,A_N_001,A_N_016,risk_judgment,10.56.214.136,C2,malicious,0.823,1,1,2026-06-28T09:45:15+08:00
C_01012,1012,M_01012,T_0102,risk,G_T_0102_risk_malicious,A_N_002,A_N_016,risk_judgment,10.56.214.136,C2,malicious,0.886,1,1,2026-06-28T09:45:16+08:00
C_01013,1013,M_01013,T_0102,risk,G_T_0102_risk_malicious,A_N_016,A_N_015,verification,10.56.214.136,C2,malicious,0.941,1,1,2026-06-28T09:45:16+08:00
C_01014,1014,M_01014,T_0102,action,G_T_0102_action_malicious,A_N_015,A_N_016,action_recommendation,10.56.214.136,block_ip,malicious,0.871,1,1,2026-06-28T09:45:16+08:00
C_01015,1015,M_01015,T_0102,risk,G_T_0102_risk_benign,A_POISON_001,A_N_016,risk_judgment,10.56.214.136,benign_service,benign,0.875,1,1,2026-06-28T09:45:16+08:00
C_01016,1016,M_01016,T_0102,risk,G_T_0102_risk_benign,A_POISON_002,A_N_015,risk_judgment,10.56.214.136,benign_service,benign,0.799,1,1,2026-06-28T09:45:16+08:00
C_01017,1017,M_01017,T_0102,risk,G_T_0102_risk_benign,A_BYZ_001,A_N_016,risk_judgment,,benign_service,benign,0.894,0,1,2026-06-28T09:45:16+08:00
C_01018,1018,M_01018,T_0102,action,G_T_0102_action_benign,A_BYZ_004,A_N_016,action_recommendation,10.56.214.136,do_not_block,benign,0.949,1,1,2026-06-28T09:45:17+08:00
C_01019,1019,M_01019,T_0102,risk,G_T_0102_risk_benign,A_COMM_003,A_N_016,risk_judgment,10.56.214.136,benign_service,benign,0.815,0,1,2026-06-28T09:45:17+08:00
C_01020,1020,M_01020,T_0102,risk,G_T_0102_risk_malicious,A_WATCH_003,A_N_016,risk_judgment,10.56.214.136,C2,malicious,0.768,1,1,2026-06-28T09:45:17+08:00
C_01021,1021,M_01021,T_0103,risk,G_T_0103_risk_benign,A_N_007,A_N_022,risk_judgment,10.59.221.149,benign_service,benign,0.896,1,1,2026-06-28T09:45:17+08:00
C_01022,1022,M_01022,T_0103,risk,G_T_0103_risk_benign,A_N_008,A_N_022,risk_judgment,10.59.221.149,benign_service,benign,0.91,1,1,2026-06-28T09:45:17+08:00
C_01023,1023,M_01023,T_0103,risk,G_T_0103_risk_benign,A_N_022,A_N_021,verification,10.59.221.149,benign_service,benign,0.896,1,1,2026-06-28T09:45:17+08:00
C_01024,1024,M_01024,T_0103,action,G_T_0103_action_benign,A_N_021,A_N_022,action_recommendation,10.59.221.149,do_not_block,benign,0.79,1,1,2026-06-28T09:45:17+08:00
C_01025,1025,M_01025,T_0103,risk,G_T_0103_risk_malicious,A_POISON_002,A_N_022,risk_judgment,10.59.221.149,C2,malicious,0.918,1,1,2026-06-28T09:45:17+08:00
C_01026,1026,M_01026,T_0103,risk,G_T_0103_risk_malicious,A_POISON_003,A_N_021,risk_judgment,10.59.221.149,C2,malicious,0.836,1,1,2026-06-28T09:45:17+08:00
C_01027,1027,M_01027,T_0103,risk,G_T_0103_risk_malicious,A_BYZ_003,A_N_022,risk_judgment,10.59.221.149,C2,malicious,0.905,1,1,2026-06-28T09:45:18+08:00
C_01028,1028,M_01028,T_0103,action,G_T_0103_action_malicious,A_BYZ_008,A_N_022,action_recommendation,10.59.221.149,block_ip,malicious,0.898,0,1,2026-06-28T09:45:18+08:00
C_01029,1029,M_01029,T_0103,risk,G_T_0103_risk_malicious,A_COMM_004,A_N_022,risk_judgment,10.59.221.149,C2,malicious,0.859,1,1,2026-06-28T09:45:18+08:00
C_01030,1030,M_01030,T_0103,risk,G_T_0103_risk_malicious,A_WATCH_004,A_N_022,risk_judgment,10.59.221.149,C2,malicious,0.67,1,1,2026-06-28T09:45:18+08:00
C_01031,1031,M_01031,T_0104,risk,G_T_0104_risk_benign,A_N_013,A_N_028,risk_judgment,10.62.228.162,benign_service,benign,0.85,1,1,2026-06-28T09:45:18+08:00
C_01032,1032,M_01032,T_0104,risk,G_T_0104_risk_benign,A_N_014,A_N_028,risk_judgment,10.62.228.162,benign_service,benign,0.879,1,1,2026-06-28T09:45:18+08:00
C_01033,1033,M_01033,T_0104,risk,G_T_0104_risk_benign,A_N_028,A_N_027,verification,10.62.228.162,benign_service,benign,0.862,1,1,2026-06-28T09:45:18+08:00
C_01034,1034,M_01034,T_0104,action,G_T_0104_action_benign,A_N_027,A_N_028,action_recommendation,10.62.228.162,do_not_block,benign,0.819,1,1,2026-06-28T09:45:18+08:00
C_01035,1035,M_01035,T_0104,risk,G_T_0104_risk_malicious,A_POISON_004,A_N_028,risk_judgment,10.62.228.162,C2,malicious,0.894,1,1,2026-06-28T09:45:18+08:00
C_01036,1036,M_01036,T_0104,risk,G_T_0104_risk_malicious,A_POISON_004,A_N_027,risk_judgment,10.62.228.162,C2,malicious,0.855,1,1,2026-06-28T09:45:19+08:00
C_01037,1037,M_01037,T_0104,risk,G_T_0104_risk_malicious,A_BYZ_007,A_N_028,risk_judgment,10.62.228.162,C2,malicious,0.908,0,1,2026-06-28T09:45:19+08:00
C_01038,1038,M_01038,T_0104,action,G_T_0104_action_malicious,A_BYZ_002,A_N_028,action_recommendation,10.62.228.162,block_ip,malicious,0.93,1,1,2026-06-28T09:45:19+08:00
C_01039,1039,M_01039,T_0104,risk,G_T_0104_risk_malicious,A_COMM_001,A_N_028,risk_judgment,10.62.228.162,C2,malicious,0.762,0,1,2026-06-28T09:45:19+08:00
C_01040,1040,M_01040,T_0104,risk,G_T_0104_risk_benign,A_WATCH_001,A_N_028,risk_judgment,10.62.228.162,benign_service,benign,0.698,1,1,2026-06-28T09:45:19+08:00
C_01041,1041,M_01041,T_0105,risk,G_T_0105_risk_malicious,A_N_019,A_N_004,risk_judgment,10.65.235.175,C2,malicious,0.846,1,1,2026-06-28T09:45:19+08:00
C_01042,1042,M_01042,T_0105,risk,G_T_0105_risk_malicious,A_N_020,A_N_004,risk_judgment,10.65.235.175,C2,malicious,0.865,1,1,2026-06-28T09:45:19+08:00
C_01043,1043,M_01043,T_0105,risk,G_T_0105_risk_malicious,A_N_004,A_N_003,verification,10.65.235.175,C2,malicious,0.86,1,1,2026-06-28T09:45:19+08:00
C_01044,1044,M_01044,T_0105,action,G_T_0105_action_malicious,A_N_003,A_N_004,action_recommendation,10.65.235.175,block_ip,malicious,0.772,1,1,2026-06-28T09:45:19+08:00
C_01045,1045,M_01045,T_0105,risk,G_T_0105_risk_benign,A_POISON_001,A_N_004,risk_judgment,10.65.235.175,benign_service,benign,0.875,1,1,2026-06-28T09:45:20+08:00
C_01046,1046,M_01046,T_0105,risk,G_T_0105_risk_benign,A_POISON_005,A_N_003,risk_judgment,10.65.235.175,benign_service,benign,0.804,1,1,2026-06-28T09:45:20+08:00
C_01047,1047,M_01047,T_0105,risk,G_T_0105_risk_benign,A_BYZ_001,A_N_004,risk_judgment,10.65.235.175,benign_service,benign,0.896,0,1,2026-06-28T09:45:20+08:00
C_01048,1048,M_01048,T_0105,action,G_T_0105_action_benign,A_BYZ_004,A_N_004,action_recommendation,10.65.235.175,do_not_block,benign,0.873,0,1,2026-06-28T09:45:20+08:00
C_01049,1049,M_01049,T_0105,risk,G_T_0105_risk_benign,A_COMM_002,A_N_004,risk_judgment,10.65.235.175,benign_service,benign,0.84,1,1,2026-06-28T09:45:20+08:00
C_01050,1050,M_01050,T_0105,risk,G_T_0105_risk_benign,A_WATCH_002,A_N_004,risk_judgment,10.65.235.175,benign_service,benign,0.703,1,1,2026-06-28T09:45:20+08:00
C_01051,1051,M_01051,T_0106,risk,G_T_0106_risk_benign,A_N_025,A_N_010,risk_judgment,10.68.242.188,benign_service,benign,0.892,1,1,2026-06-28T09:45:20+08:00
C_01052,1052,M_01052,T_0106,risk,G_T_0106_risk_benign,A_N_026,A_N_010,risk_judgment,10.68.242.188,benign_service,benign,0.821,1,1,2026-06-28T09:45:20+08:00
C_01053,1053,M_01053,T_0106,risk,G_T_0106_risk_benign,A_N_010,A_N_009,verification,10.68.242.188,benign_service,benign,0.902,1,1,2026-06-28T09:45:20+08:00
C_01054,1054,M_01054,T_0106,action,G_T_0106_action_benign,A_N_009,A_N_010,action_recommendation,10.68.242.188,do_not_block,benign,0.76,1,1,2026-06-28T09:45:21+08:00
C_01055,1055,M_01055,T_0106,risk,G_T_0106_risk_malicious,A_POISON_002,A_N_010,risk_judgment,10.68.242.188,C2,malicious,0.858,1,1,2026-06-28T09:45:21+08:00
C_01056,1056,M_01056,T_0106,risk,G_T_0106_risk_malicious,A_POISON_006,A_N_009,risk_judgment,10.68.242.188,C2,malicious,0.79,1,1,2026-06-28T09:45:21+08:00
C_01057,1057,M_01057,T_0106,risk,G_T_0106_risk_malicious,A_BYZ_003,A_N_010,risk_judgment,10.68.242.188,C2,malicious,0.925,0,1,2026-06-28T09:45:21+08:00
C_01058,1058,M_01058,T_0106,action,G_T_0106_action_malicious,A_BYZ_008,A_N_010,action_recommendation,10.68.242.188,block_ip,malicious,0.849,1,1,2026-06-28T09:45:21+08:00
